ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.759,1.695,1.36802136752,0.159,1.280468
2,1.785,3.948,0.502028663893,1.522,1.085888
3,4.365,8.286,1.1727345065,1.56,4.598292
4,9.75,11.353,0.0681066749844,1.503,0.109175
5,11.597,16.07,1.28565437067,1.841,5.750732
6,18.429,22.174,1.81760106809,1.589,6.806916
7,25.262,29.584,1.72932161037,1.816,7.474128
8,33.062,37.929,1.37637476885,2.209,6.698816
9,40.731,44.931,1.72772,2.1,7.256424
10,48.447,53.095,1.53684337349,1.881,7.143248
11,55.76,61.076,1.37042663657,2.591,7.285188
12,63.979,68.115,1.74586363636,1.682,7.220892
13,75.298,79.092,1.87682867686,1.354,7.120688
14,82.363,86.72,1.65532338765,1.896,7.212244
15,89.866,93.72,1.74975609756,1.491,6.74356
16,97.043,101.762,1.56471455817,1.937,7.383888
17,104.45,107.929,2.02422880138,1.011,7.042292
18,111.467,115.629,1.74430754445,0.822,7.259808
19,117.913,121.813,1.81805641026,1.653,7.09042
20,124.986,128.845,1.87922052345,1.605,7.251912
21,132.35,136.125,1.88816741722,0.998,7.127832
22,139.058,142.74,2.00637153721,0.714,7.38746
23,145.698,150.92,1.38019073152,2.018,7.207356
24,153.58,157.354,1.87432114467,1.41,7.073688
25,160.512,164.674,1.65803171552,1.43,6.900728
26,167.288,171.68,1.54475045537,2.299,6.784544
27,175.063,176.245,1.03797631134,0.544,1.226888
