ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.526,0.643,3.44505982906,0.094,0.403072
2,0.739,0.866,6.71026771654,0.089,0.852204
3,1.063,1.263,3.82862,0.141,0.765724
4,1.512,1.618,7.90664150943,0.065,0.838104
5,2.038,2.672,0.107176656151,0.629,0.06795
6,2.806,3.259,5.93009271523,0.091,2.686332
7,5.342,5.819,6.22685953878,0.062,2.970212
8,7.624,7.984,7.85683333333,0.073,2.82846
9,9.959,10.333,6.58201069519,0.052,2.461672
10,11.84,12.473,4.98244549763,0.053,3.153888
11,14.489,14.826,8.85106231454,0.097,2.982808
12,16.972,17.395,6.9,0.115,2.9187
13,19.406,19.999,5.07124451939,0.094,3.007248
14,22.073,22.566,7.49025557809,0.07,3.692696
15,25.022,25.596,6.01665505226,0.129,3.45356
16,27.624,28.507,3.22112344281,0.044,2.844252
17,30.073,31.066,3.82664249748,0.063,3.799856
18,33.422,34.146,4.24791712707,0.066,3.075492
19,35.776,36.251,4.17082947368,0.091,1.981144
20,37.523,38.025,5.40294023904,0.065,2.712276
21,39.556,40.211,5.93333740458,0.094,3.886336
22,42.707,43.115,9.17928431373,0.064,3.745148
23,45.772,46.127,9.69921126761,0.093,3.44322
24,48.577,49.031,7.7639030837,0.243,3.524812
25,51.542,51.827,10.1651929825,0.045,2.89708
26,53.924,54.258,10.9828023952,0.056,3.668256
27,56.924,57.66,4.87905978261,0.058,3.590988
28,59.836,60.295,8.40511546841,0.072,3.857948
29,62.924,63.633,4.73473624824,0.073,3.356928
30,65.974,66.362,7.64549484536,0.058,2.966452
31,68.487,68.937,6.48683555556,0.092,2.919076
32,70.84,71.122,9.21266666667,0.069,2.597972
33,73.076,73.51,7.97397235023,0.118,3.460704
34,75.879,76.302,9.13422222222,0.054,3.863776
35,78.994,79.743,4.02756742323,0.07,3.016648
36,81.657,82.103,6.29715695067,0.106,2.808532
37,84.209,84.804,3.91671932773,0.047,2.330448
38,86.34,86.656,7.05535443038,0.05,2.229492
39,88.239,88.543,7.39260526316,0.074,2.247352
40,90.09,90.431,7.73391202346,0.053,2.637264
41,92.323,92.66,6.62351335312,0.064,2.232124
42,94.356,94.951,5.88392605042,0.094,3.500936
43,97.352,97.907,5.65693693694,0.048,3.1396
44,100.079,100.518,7.33970842825,0.058,3.222132
45,102.784,103.651,2.40648673587,0.052,2.086424
46,104.502,105.256,3.06011140584,0.145,2.307324
47,106.572,107.147,5.83192347826,0.066,3.353356
48,109.806,110.645,4.49384982122,0.172,3.77034
49,115.022,115.416,9.46250761421,0.145,3.728228
50,119.823,120.285,7.81420779221,0.08,3.610164
51,124.791,125.504,5.12451612903,0.051,3.65378
52,130.175,130.542,8.44975476839,0.138,3.10106
53,134.222,134.556,7.91738922156,0.081,2.644408
54,137.305,137.657,10.5696590909,0.121,3.72052
55,144.446,145.226,4.23120512821,0.075,3.30034
56,149.673,150.098,7.32580705882,0.055,3.113468
57,154.621,155.121,6.659336,0.05,3.329668
58,159.893,160.292,9.81228070175,0.06,3.9151
59,164.168,164.462,6.56529251701,0.071,1.930196
