ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.997,1.175,1.60539325843,0.019,0.28576
2,1.212,1.518,1.29941176471,0.056,0.39762
3,1.622,1.996,1.37129411765,0.033,0.512864
4,2.122,2.902,0.545441025641,0.084,0.425444
5,3.008,4.118,1.91065585586,0.114,2.120828
6,5.187,7.108,1.53042373764,0.484,2.939944
7,7.972,9.53,1.92102695764,0.275,2.99296
8,10.556,12.381,1.87876383562,0.179,3.428744
9,13.505,15.783,1.54221071115,0.483,3.513156
10,17.154,19.25,1.70841412214,0.167,3.580836
11,20.404,22.95,1.39456716418,0.094,3.550568
12,23.537,26.246,1.21259653008,0.395,3.284924
13,26.654,28.78,1.51779492004,0.346,3.226832
14,29.605,31.233,1.95032678133,0.216,3.175132
15,32.622,33.77,1.56279094077,0.188,1.794084
16,34.271,35.662,1.55968368081,0.223,2.16952
17,36.255,37.936,2.10334086853,0.022,3.535716
18,39.159,40.664,1.98005847176,0.033,2.979988
19,41.672,43.295,1.87860998152,0.068,3.048984
20,44.354,45.892,2.09428088427,0.056,3.221004
21,46.905,48.016,1.97526912691,0.038,2.194524
22,48.621,50.786,1.613673903,0.049,3.493604
23,51.621,53.575,1.54354350051,0.081,3.016084
24,54.055,56.244,1.74043855642,0.018,3.80982
25,57.287,58.92,1.75647030006,0.054,2.868316
26,59.756,61.768,1.60734393638,0.022,3.233976
27,62.246,63.978,1.86730023095,0.038,3.234164
28,64.805,66.552,1.77809044076,0.026,3.106324
29,67.339,69.259,1.76220625,0.022,3.383436
30,70.204,72.222,1.76289593657,0.047,3.557524
31,73.39,75.206,2.05547356828,0.031,3.73274
32,77.458,79.073,2.13772879257,0.036,3.452432
33,80.503,82.175,1.47746411483,0.028,2.47032
34,82.72,83.828,2.1341732852,0.021,2.364664
35,84.722,86.333,1.44109993793,0.027,2.321612
36,86.744,88.523,1.72983249016,0.025,3.077372
37,89.706,91.78,1.94390549662,0.02,4.03166
38,93.279,94.897,2.17024969098,0.019,3.511464
39,96.366,98.343,1.54508042489,0.033,3.054624
40,99.009,101.045,1.66171316306,0.031,3.383248
41,101.965,104.403,1.64095159967,0.028,4.00064
42,105.494,107.289,1.68634428969,0.03,3.026988
43,108.243,110.812,1.41808641495,0.018,3.643064
44,111.644,113.791,1.5511970191,0.016,3.33042
45,114.712,116.915,1.40807989106,0.028,3.102
46,117.289,119.526,1.47811533304,0.026,3.306544
47,120.232,122.689,1.59581929182,0.025,3.920928
48,124.02,126.262,1.31096877788,0.024,2.939192
49,126.797,129.399,1.47481014604,0.022,3.837456
50,130.26,131.912,1.53961985472,0.023,2.543452
51,132.783,135.06,1.62545278876,0.023,3.701156
52,136.148,138.184,1.59421414538,0.02,3.24582
53,139.046,141.169,1.79454545455,0.018,3.80982
54,142.311,144.426,1.6936,0.027,3.581964
55,145.229,147.482,1.65453351087,0.024,3.727664
56,151.016,152.295,1.98480375293,0.017,2.538564
57,155.9,157.605,1.98629442815,0.021,3.386632
58,160.724,162.394,1.89463473054,0.02,3.16404
59,165.633,166.718,1.88849032258,0.023,2.049012
60,169.997,171.275,1.96105477308,0.02,2.506228
61,176.096,177.639,1.72830848995,0.023,2.66678
62,180.182,181.801,2.20804200124,0.031,3.57482
63,185.852,187.549,1.82560518562,0.019,3.098052
64,189.448,190.505,1.39123557237,0.028,1.470536
65,192.476,192.521,0.580711111111,0.017,0.026132
