ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,4.498,5.587,1.03995592287,0.264,1.132512
2,8.682,9.787,1.15743348416,0.249,1.278964
3,10.269,10.83,0.764809269162,0.265,0.429058
4,11.297,12.822,1.62390688525,0.171,2.476458
5,13.429,19.531,0.925303834808,0.234,5.646204
6,20.06,25.057,0.91091775065,0.312,4.551856
7,25.368,29.929,0.959455382592,0.141,4.376076
8,30.458,33.058,1.02306076923,0.172,2.659958
9,33.105,38.179,1.21295940087,0.155,6.154556
10,38.631,44.888,0.906468275531,0.217,5.671772
11,45.324,51.55,0.933960809509,0.218,5.81484
12,51.971,60.579,0.691677509294,0.404,5.95396
13,60.874,69.14,0.699643842245,0.296,5.783256
14,69.607,74.448,1.16924271845,0.187,5.660304
15,75.382,80.55,1.15451934985,0.202,5.966556
16,81.032,87.179,0.955506100537,0.265,5.873496
17,87.537,94.464,0.857629565468,0.234,5.9408
18,95.398,101.344,0.952931718803,0.265,5.666132
19,101.749,106.948,1.0801954222,0.203,5.615936
20,107.057,113.592,0.895927161438,0.218,5.854884
21,113.716,118.464,1.22368786858,0.281,5.81007
