ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,1.282,1.698,1.10404807692,0.062,0.459284
2,1.713,2.006,1.90245733788,0.045,0.55742
3,2.046,2.327,2.01046263345,0.065,0.56494
4,2.447,2.771,1.84112345679,0.156,0.596524
5,3.063,3.28,2.84079262673,0.108,0.616452
6,3.599,4.044,7.46296629213,0.042,3.32102
7,6.467,6.868,8.59502244389,0.049,3.446604
8,9.13,9.536,7.47508374384,0.045,3.034884
9,11.799,12.094,11.3443661017,0.044,3.346588
10,14.567,14.978,9.17815085158,0.063,3.77222
11,17.463,17.818,10.1117521127,0.073,3.589672
12,20.384,20.654,13.0694814815,0.026,3.52876
13,23.322,23.493,16.9947602339,0.024,2.906104
14,25.605,25.826,15.463638009,0.054,3.417464
15,28.29,28.531,14.3808298755,0.05,3.46578
16,31.051,31.394,8.14155102041,0.025,2.792552
17,33.29,33.71,6.17624761905,0.034,2.594024
18,35.498,35.856,9.34433519553,0.053,3.345272
19,38.323,38.55,13.8391189427,0.03,3.14148
20,40.78,41.229,7.30352783964,0.133,3.279284
21,43.585,43.994,6.51288997555,0.03,2.663772
22,45.608,46.021,8.04758353511,0.038,3.323652
23,48.264,48.531,8.90429962547,0.05,2.377448
24,50.204,50.528,10.6835061728,0.029,3.461456
25,52.925,53.219,11.8190612245,0.027,3.474804
26,55.848,56.382,6.32616479401,0.054,3.378172
27,58.691,59.071,9.36289473684,0.033,3.5579
28,61.407,61.956,5.3817996357,0.037,2.954608
29,63.847,64.204,7.99763585434,0.023,2.855156
30,66.161,66.524,9.49943801653,0.023,3.448296
31,68.864,69.179,10.7458412698,0.071,3.38494
32,71.342,72.071,4.20459807956,0.03,3.065152
33,73.699,74.034,9.14970746269,0.061,3.065152
34,76.323,76.615,10.0740958904,0.055,2.941636
35,78.841,79.155,10.089133758,0.023,3.167988
36,81.363,82.128,3.88189281046,0.064,2.969648
37,83.858,84.535,4.32038995569,0.029,2.924904
38,86.299,86.916,5.85877471637,0.065,3.614864
39,89.129,89.482,8.23365439093,0.024,2.90648
40,91.499,91.79,11.7044536082,0.049,3.405996
41,94.066,94.263,14.6725888325,0.04,2.8905
42,96.302,96.499,14.4139695431,0.026,2.839552
43,98.542,98.782,14.59585,0.023,3.503004
44,101.432,101.647,13.3733581395,0.055,2.875272
45,103.885,103.943,13.9671034483,0.024,0.810092
