ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.571,1.065,0.638591093117,0.484,0.315464
2,1.151,1.695,1.00082352941,0.532,0.544448
3,1.936,3.386,1.86690482759,0.12,2.707012
4,3.535,3.844,0.20430420712,0.204,0.06313
5,3.969,4.686,1.25621757322,0.693,0.900708
6,5.301,5.923,1.32053376206,0.599,0.821372
7,6.368,7.107,1.26486603518,0.717,0.934736
8,7.668,8.429,1.25992115637,0.739,0.9588
9,9.741,10.572,1.12551143201,0.806,0.9353
10,11.704,12.36,1.32316463415,0.636,0.867996
11,13.175,14.786,0.499466170081,1.594,0.80464
12,15.633,16.298,1.04375338346,0.65,0.694096
13,17.113,17.909,1.0132160804,0.777,0.80652
14,19.07,20.645,2.14499047619,0.184,3.37836
15,22.399,24.295,1.92352953586,0.246,3.647012
16,25.803,27.623,1.94549010989,0.275,3.540792
17,29.231,30.836,2.07491090343,0.176,3.330232
18,32.144,33.616,2.1766875,0.129,3.204084
19,34.895,36.498,1.97323767935,0.082,3.1631
20,37.722,39.424,2.12300822562,0.209,3.61336
21,40.977,42.807,2.20627759563,0.162,4.037488
22,44.523,46.172,2.22692783505,0.164,3.672204
23,47.724,49.726,1.42004795205,0.125,2.842936
24,50.319,51.589,2.11833070866,0.114,2.69028
25,52.756,54.181,2.13093052632,0.163,3.036576
26,56.693,58.23,1.95094339623,0.125,2.9986
27,59.43,61.053,2.00359581023,0.194,3.251836
28,62.587,64.02,2.53727843685,0.145,3.63592
29,65.601,67.468,1.94746652384,0.321,3.63592
30,69.205,70.993,2.17398657718,0.165,3.887088
31,72.987,74.587,1.4575875,0.144,2.33214
32,75.197,76.75,2.02611461687,0.183,3.146556
33,78.277,79.755,2.0658376184,0.169,3.053308
34,81.115,82.646,2.30045199216,0.171,3.521992
35,84.45,86.181,1.87391796649,0.187,3.243752
36,87.351,88.686,2.29514906367,0.135,3.064024
37,89.984,91.367,2.00900361533,0.166,2.778452
38,92.868,94.361,2.25625184193,0.136,3.368584
39,96.008,97.115,1.36389159892,1.069,1.509828
40,98.546,99.218,0.280880952381,0.667,0.188752
41,99.646,99.854,0.50525,0.205,0.105092
