ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.939,1.944,1.14408756219,0.985,1.149808
2,2.087,2.752,2.46972631579,0.625,1.642368
3,3.557,4.466,3.06280748075,0.832,2.784092
4,5.335,5.581,15.5413333333,0.122,3.823168
5,7.901,8.169,13.338880597,0.154,3.57482
6,11.019,11.358,9.85308554572,0.177,3.340196
7,13.768,14.14,9.86696774194,0.077,3.670512
8,16.676,16.959,13.5751943463,0.095,3.84178
9,19.649,19.942,11.6483003413,0.166,3.412952
10,22.482,23.087,6.16142809917,0.183,3.727664
11,25.522,25.892,9.28669189189,0.181,3.436076
12,28.747,29.24,7.16726166329,0.148,3.53346
13,32.565,32.917,11.08025,0.141,3.900248
14,36.237,36.696,6.57098910675,0.102,3.016084
15,38.969,39.213,13.1792622951,0.112,3.21574
16,41.671,42.203,5.68417293233,0.092,3.02398
17,44.523,45.019,4.91225806452,0.171,2.43648
18,46.716,46.997,11.903544484,0.06,3.344896
19,49.645,49.839,12.9516494845,0.123,2.51262
20,51.663,51.873,12.1206285714,0.14,2.545332
21,54.16,54.362,11.3860990099,0.132,2.299992
22,56.409,56.621,11.4449433962,0.152,2.426328
23,58.764,58.924,17.572125,0.07,2.81154
24,61.029,61.189,17.86,0.06,2.8576
25,63.637,64.059,7.98732701422,0.21,3.370652
