ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,4.578,5.144,0.970890459364,0.545,0.549524
2,7.7,8.444,1.14846774194,0.721,0.85446
3,9.504,11.0,1.65568181818,0.164,2.4769
4,11.415,14.555,1.2862433121,0.119,4.038804
5,14.892,17.44,0.85920722135,0.24,2.18926
6,17.786,21.734,0.923285714286,0.134,3.645132
7,22.191,26.863,0.665202910959,0.139,3.107828
8,27.248,30.449,0.77120524836,0.143,2.468628
9,30.953,32.62,1.77297420516,0.132,2.955548
10,34.285,35.394,2.0934283138,0.18,2.321612
11,36.727,37.915,2.37547811448,0.21,2.822068
12,39.391,40.196,1.69270062112,0.781,1.362624
13,41.508,44.212,0.969340236686,0.145,2.621096
14,44.658,45.961,2.07478127398,0.143,2.70344
15,46.599,49.125,1.32708946952,0.148,3.352228
16,50.141,52.627,1.55875140788,0.138,3.875056
17,53.722,56.752,1.21151419142,0.157,3.670888
18,57.463,58.768,2.82072030651,0.143,3.68104
19,60.594,62.322,1.95768055556,0.148,3.382872
20,63.294,66.135,1.14408025343,0.147,3.250332
21,66.662,68.004,2.57708494784,0.148,3.458448
22,69.741,71.406,1.70283963964,0.129,2.835228
23,72.235,73.64,2.68953736655,0.138,3.7788
24,75.782,78.481,1.27434605409,0.145,3.43946
25,79.222,81.102,1.7245,0.134,3.24206
26,81.967,84.851,1.31932454924,0.129,3.804932
27,85.776,87.206,2.36709090909,0.13,3.38494
28,88.933,90.676,1.65985771658,0.127,2.893132
29,91.803,93.469,2.09135894358,0.126,3.484204
30,94.722,95.979,2.24119331742,0.151,2.81718
31,97.067,99.142,1.67650698795,0.135,3.478752
32,100.222,102.29,1.57536363636,0.16,3.257852
33,103.33,104.871,2.07007397794,0.173,3.189984
