ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,1.137,3.499,0.525556308213,0.056,1.241364
2,3.719,3.822,5.71300970874,0.073,0.58844
3,4.068,4.268,3.26462,0.07,0.652924
4,4.503,4.651,4.13345945946,0.103,0.611752
5,5.053,5.228,3.25723428571,0.118,0.570016
6,5.782,6.043,2.22142528736,0.218,0.579792
7,6.441,6.633,3.23810416667,0.101,0.621716
8,7.027,7.258,2.56200865801,0.123,0.591824
9,7.621,7.776,3.77212903226,0.087,0.58468
10,8.209,8.395,3.27888172043,0.096,0.609872
11,8.786,9.117,1.75220543807,0.257,0.57998
12,9.453,9.734,2.1335658363,0.04,0.599532
13,9.933,10.184,2.32715537849,0.146,0.584116
14,10.568,10.687,4.90063865546,0.077,0.583176
15,14.091,14.228,4.57924087591,0.119,0.627356
16,23.668,25.164,1.67025935829,1.17,2.498708
17,27.05,29.084,1.33605703048,0.097,2.71754
18,35.452,35.766,7.92174522293,0.035,2.487428
19,45.471,45.702,10.7632034632,0.071,2.4863
20,55.686,56.071,6.36465454545,0.262,2.450392
