ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.47,0.7,5.16509565217,0.02,1.187972
2,0.74,0.98,4.91463333333,0.01,1.179512
3,1.09,1.3,5.5280952381,0.04,1.1609
4,1.87,2.123,4.48822134387,0.036,1.13552
5,2.783,3.033,4.518768,0.03,1.129692
6,3.823,4.053,4.93132173913,0.01,1.134204
7,4.793,5.013,5.2076,0.01,1.145672
8,5.753,6.033,4.15412857143,0.06,1.163156
9,6.903,7.154,4.4603187251,0.03,1.11954
10,7.824,8.074,4.514256,0.03,1.128564
11,8.794,9.014,5.28963636364,0.01,1.16372
12,9.874,10.095,5.12704072398,0.01,1.133076
13,10.835,11.135,3.77817333333,0.06,1.133452
14,11.857,12.159,3.71331125828,0.092,1.12142
15,12.819,13.169,3.21104,0.02,1.123864
16,21.019,21.37,3.22813675214,0.041,1.133076
17,31.083,31.433,3.30289142857,0.06,1.156012
18,40.951,41.261,3.71451612903,0.02,1.1515
19,50.995,51.276,4.02493950178,0.03,1.131008
20,61.022,61.382,3.11766666667,0.05,1.12236
21,71.037,71.337,3.80136,0.01,1.140408
22,80.991,81.275,3.98308450704,0.02,1.131196
23,91.086,91.437,3.25384615385,0.07,1.1421
24,101.028,101.358,3.4460969697,0.1,1.137212
25,111.14,111.461,3.4876635514,0.04,1.11954
26,121.045,121.345,3.78569333333,0.02,1.135708
27,131.078,131.368,3.73990344828,0.04,1.084572
