ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.449,0.762,3.90475399361,0.056,1.222188
2,1.15,1.67,2.38326153846,0.317,1.239296
3,2.062,2.555,2.49128600406,0.095,1.228204
4,3.112,3.472,3.44405555556,0.061,1.23986
5,3.747,5.634,3.8173863275,0.251,7.203408
6,10.77,12.373,4.11653150343,0.25,6.5988
7,16.093,18.017,3.54737629938,0.149,6.825152
8,21.781,24.365,2.78005727554,0.068,7.183668
9,27.979,30.295,3.00499654577,0.595,6.959572
10,34.493,36.687,3.38100091158,0.219,7.417916
11,40.549,42.362,3.85985879757,0.242,6.997924
12,46.67,48.457,3.96115053162,0.22,7.078576
13,52.834,54.998,3.41970609982,0.23,7.400244
14,58.398,60.475,3.43559364468,0.469,7.135728
15,64.62,66.502,3.82582996812,0.432,7.200212
16,70.745,73.529,2.56717241379,0.362,7.147008
17,75.496,77.351,3.82962587601,0.348,7.103956
18,81.01,83.072,3.45812415131,0.25,7.130652
19,87.392,89.85,2.53070056957,0.496,6.220462
