ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.765,1.505,1.51187567568,0.73,1.118788
2,1.785,2.515,1.67860821918,0.72,1.225384
3,3.185,3.795,2.05875409836,0.6,1.25584
4,4.015,7.925,1.80826189258,0.37,7.070304
5,10.115,14.255,1.73568502415,0.05,7.185736
6,15.865,21.035,1.36632727273,0.04,7.063912
7,22.385,27.545,1.35327209302,0.04,6.982884
8,27.815,32.005,1.65354749403,0.04,6.928364
9,33.245,37.165,1.82230510204,0.03,7.143436
10,39.115,42.815,1.91541513514,0.04,7.087036
11,44.755,47.865,2.2341170418,0.02,6.948104
12,50.435,53.53,2.34359159935,0.06,7.253416
13,56.28,60.8,1.5651,0.26,7.074252
14,62.48,68.3,1.23908797251,0.03,7.211492
15,70.07,74.18,1.70316107056,0.28,6.999992
16,76.4,79.44,2.26360657895,0.04,6.881364
17,81.74,84.96,2.23095279503,0.05,7.183668
18,87.45,93.29,1.23806369863,0.04,7.230292
19,94.3,98.72,1.59655384615,0.02,7.056768
20,99.92,100.2,0.111878571429,0.19,0.031326
