ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.511,0.791,1.32338571429,0.05,0.370548
2,0.831,1.231,1.71503,0.06,0.686012
3,1.281,1.482,2.2447761194,0.02,0.4512
4,1.602,1.952,1.99548571429,0.08,0.69842
5,2.332,4.184,1.82071706263,0.551,3.371968
6,5.736,6.977,2.27826913779,0.04,2.827332
7,8.078,9.61,2.40399477807,0.02,3.68292
8,11.041,12.823,2.20894725028,0.09,3.936344
9,14.345,15.746,2.29384154176,0.08,3.213672
10,16.967,18.138,3.08634671221,0.03,3.614112
11,20.1,21.532,2.57239664804,0.07,3.683672
12,23.154,25.316,1.69434782609,0.05,3.66318
13,25.976,27.308,2.49142342342,0.03,3.318576
14,28.759,30.04,3.07169398907,0.03,3.93484
15,31.642,33.354,1.92172897196,0.42,3.29
16,34.825,36.457,2.04795588235,0.03,3.342264
17,37.778,38.829,2.86507706946,0.03,3.011196
18,40.041,41.792,1.86539805825,0.09,3.266312
19,42.783,44.035,2.56112460064,0.03,3.206528
20,45.246,46.377,2.10058001768,0.03,2.375756
21,47.198,48.029,2.69285679904,0.02,2.237764
22,49.12,50.701,1.80579886148,0.02,2.854968
23,51.402,52.633,2.38474411048,0.05,2.93562
24,53.854,54.966,2.01795683453,0.041,2.243968
25,55.877,56.837,2.532125,0.03,2.43084
26,57.879,59.52,1.91814990859,0.02,3.147684
27,60.531,61.532,2.56157042957,0.05,2.564132
28,62.633,63.855,2.32353846154,0.04,2.839364
29,65.006,66.417,1.99098795181,0.03,2.809284
30,67.178,67.548,1.6480972973,0.04,0.609796
