ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,4.04,4.159,2.57512605042,0.026,0.30644
2,6.103,6.218,4.21610434783,0.041,0.484852
3,7.123,7.567,5.64931531532,0.13,2.508296
4,8.235,8.651,6.69252884615,0.124,2.784092
5,9.352,9.884,7.18640601504,0.029,3.823168
6,11.74,12.271,6.73224105461,0.03,3.57482
7,14.579,14.968,8.58662210797,0.027,3.340196
8,17.371,17.812,8.32315646259,0.03,3.670512
9,20.725,21.207,7.97049792531,0.025,3.84178
10,23.8,24.186,8.84184455959,0.026,3.412952
11,26.872,27.362,7.60747755102,0.034,3.727664
12,30.323,30.72,8.65510327456,0.044,3.436076
13,32.884,33.279,8.94546835443,0.024,3.53346
14,35.886,36.356,8.2984,0.026,3.900248
15,39.276,39.658,7.8955078534,0.1,3.016084
16,41.988,42.406,7.69315789474,0.025,3.21574
17,44.987,45.372,7.85449350649,0.028,3.02398
18,47.585,47.871,8.51916083916,0.03,2.43648
19,49.731,50.097,9.13906010929,0.028,3.344896
20,52.58,52.871,8.63443298969,0.024,2.51262
21,54.932,55.216,8.96243661972,0.024,2.545332
22,57.06,57.353,7.84980204778,0.027,2.299992
23,59.231,59.519,8.42475,0.024,2.426328
24,61.266,61.621,7.91983098592,0.031,2.81154
25,63.745,64.145,7.144,0.027,2.8576
26,66.298,66.748,7.49033777778,0.026,3.370652
27,69.276,69.675,7.59444611529,0.025,3.030184
28,71.861,72.195,8.74537724551,0.023,2.920956
29,74.424,74.858,8.18839631336,0.026,3.553764
30,77.689,78.186,5.840861167,0.028,2.902908
31,80.224,80.71,6.60282304527,0.027,3.208972
32,82.805,83.949,3.11876223776,0.03,3.567864
33,85.761,86.277,6.49437984496,0.027,3.3511
34,88.535,89.799,2.4257056962,0.029,3.066092
35,91.111,92.032,3.76877741585,0.026,3.471044
36,94.168,95.126,3.76431732777,0.028,3.606216
37,97.435,98.119,4.95478947368,0.029,3.389076
38,100.498,101.035,6.22430540037,0.04,3.342452
39,103.341,103.839,6.29837751004,0.034,3.136592
40,105.788,106.265,8.1178951782,0.028,3.872236
41,109.012,109.504,6.44167479675,0.029,3.169304
42,111.681,112.063,7.76065968586,0.029,2.964572
43,114.119,114.453,6.3548502994,0.049,2.12252
44,115.889,116.023,6.92513432836,0.031,0.927968
45,117.134,117.312,0.161595505618,0.177,0.028764
