ChunkID, Download Start Time, Download End Time, Bandwidth, TTFB, Size 
1,0.334,0.879,1.23631559633,0.03,0.673792
2,0.92,1.525,0.758525619835,0.061,0.458908
3,1.55,2.554,0.446219123506,0.042,0.448004
4,2.613,3.31,0.716395982783,0.048,0.499328
5,3.401,3.77,0.729032520325,0.041,0.269013
6,3.917,9.101,0.528895061728,0.045,2.741792
7,9.867,14.429,0.582256028058,0.067,2.656252
8,14.601,17.542,0.616865011901,0.076,1.8142
9,17.634,20.56,0.693274094327,0.034,2.02852
10,20.646,23.625,0.723285666331,0.048,2.154668
11,24.104,28.327,0.51347193938,0.122,2.168392
12,28.723,32.167,0.607724738676,0.05,2.093004
13,32.494,37.085,0.582099760401,0.047,2.67242
14,37.539,39.335,0.634979955457,0.037,1.140424
15,39.492,42.822,0.706891291291,0.065,2.353948
16,43.093,46.166,0.775308818744,0.031,2.382524
17,46.737,50.535,0.867631384939,0.033,3.295264
18,50.877,54.57,0.935621987544,0.031,3.455252
19,55.275,57.605,1.1092806867,0.04,2.584624
20,58.158,60.857,1.35751463505,0.025,3.663932
21,61.274,64.392,1.05974599102,0.067,3.304288
22,64.723,67.39,0.926747656543,0.042,2.471636
23,67.791,70.284,1.38304051344,0.029,3.44792
24,71.367,74.113,1.29730954115,0.043,3.562412
25,74.938,77.358,1.4107768595,0.042,3.41408
26,77.768,79.566,1.88742380423,0.046,3.393588
27,80.834,82.904,1.79589951691,0.026,3.717512
28,84.044,86.549,1.19824670659,0.046,3.001608
29,86.966,89.294,1.16958934708,0.076,2.722804
30,89.864,91.162,2.28279506934,0.037,2.963068
31,92.463,94.524,1.90855118874,0.03,3.933524
32,95.992,96.855,3.22519119351,0.04,2.78334
33,98.539,100.547,1.85547011952,0.062,3.725784
34,101.856,102.761,3.60212154696,0.034,3.25992
35,104.777,106.436,1.66661603376,0.03,2.764916
36,107.631,109.916,1.4501916849,0.05,3.313688
37,111.251,112.764,1.78693192333,0.032,2.703628
38,112.998,113.686,3.42936046512,0.037,2.3594
39,114.546,115.518,3.27549382716,0.041,3.18378
40,118.251,118.942,3.76816208394,0.028,2.6038
