SessionID, CDN ID, ISP ID, City ID, Day, Hour 
301,1,67,26856,77,14
302,1,67,26856,84,14
303,1,67,26856,84,13
304,1,67,26856,70,13
305,1,67,26856,85,14
306,1,67,26856,39,15
307,1,67,26856,81,16
308,1,67,26856,36,17
309,1,67,26856,63,16
310,1,67,26856,29,13
311,1,67,26856,40,16
312,1,67,26856,19,16
313,1,67,26856,68,14
314,1,67,26856,34,14
315,1,67,26856,64,14
316,1,67,26856,64,14
317,1,67,26856,82,14
318,1,67,26856,29,16
319,1,67,26856,62,13
320,1,67,26856,5,17
321,1,67,26856,14,17
322,1,67,26856,11,17
323,1,67,26856,71,17
324,1,67,26856,11,17
325,1,67,26856,32,17
326,1,67,26856,39,14
327,1,67,26856,32,14
328,1,67,26856,32,14
329,1,67,26856,53,13
330,1,67,26856,43,17
331,1,67,26856,35,17
332,1,67,26856,82,14
333,1,67,26856,76,13
334,1,67,26856,69,16
335,1,67,26856,43,14
336,1,67,26856,32,16
337,1,67,26856,32,16
338,1,67,26856,19,17
339,1,67,26856,78,13
340,1,67,26856,78,13
341,1,67,26856,78,16
342,1,67,26856,62,17
343,1,67,26856,4,17
344,1,67,26856,32,14
345,1,67,26856,53,17
346,1,67,26856,13,14
347,1,67,26856,71,16
348,1,67,26856,34,14
349,1,67,26856,83,13
350,1,67,26856,83,15
351,1,67,26856,6,13
352,1,67,26856,85,14
353,1,67,26856,35,15
354,1,67,26856,68,15
355,1,67,26856,13,15
356,1,67,26856,29,16
357,1,67,26856,74,16
358,1,67,26856,29,15
359,1,67,26856,15,17
360,1,67,26856,75,14
361,1,67,26856,35,17
362,1,67,26856,42,17
363,1,67,26856,41,12
364,1,67,26856,41,12
365,1,67,26856,41,13
366,1,67,26856,75,15
367,1,67,26856,74,14
368,1,67,26856,15,13
369,1,67,26856,34,14
370,1,67,26856,14,13
371,1,67,26856,33,14
372,1,67,26856,36,17
373,1,67,26856,83,16
374,1,67,26856,20,13
375,1,67,26856,78,15
376,1,67,26856,43,17
377,1,67,26856,39,15
378,1,67,26856,74,12
379,1,67,26856,82,14
380,1,67,26856,75,15
381,1,67,26856,83,16
382,1,67,26856,71,16
383,1,67,26856,75,17
384,1,67,26856,36,17
385,1,67,26856,8,14
386,1,67,26856,34,13
387,1,67,26856,14,14
388,1,67,26856,75,15
389,1,67,26856,35,14
390,1,67,26856,78,14
391,1,67,26856,43,13
392,1,67,26856,20,13
393,1,67,26856,84,14
394,1,67,26856,62,15
395,1,67,26856,61,16
396,1,67,26856,61,16
397,1,67,26856,61,16
398,1,67,26856,36,17
399,1,67,26856,29,16
400,1,67,26856,78,14
401,1,67,26856,69,15
402,1,67,26856,71,13
403,1,67,26856,70,13
404,1,67,26856,75,17
405,1,67,26856,41,13
406,1,67,26856,40,13
407,1,67,26856,13,13
408,1,67,26856,42,16
409,1,67,26856,12,16
410,1,67,26856,84,16
411,1,67,26856,84,15
412,1,67,26856,71,12
413,1,67,26856,35,14
414,1,67,26856,15,14
415,1,67,26856,20,17
416,1,67,26856,35,14
417,1,67,26856,63,14
418,1,67,26856,19,14
419,1,67,26856,78,15
420,1,67,26856,78,15
421,1,67,26856,82,16
422,1,67,26856,70,16
423,1,67,26856,27,17
424,1,67,26856,27,17
425,1,67,26856,13,12
426,1,67,26856,61,14
427,1,67,26856,61,14
428,1,67,26856,62,15
429,1,67,26856,12,15
430,1,67,26856,28,16
431,1,67,26856,34,13
432,1,67,26856,61,14
433,1,67,26856,84,13
434,1,67,26856,82,13
435,1,67,26856,39,14
436,1,67,26856,36,17
437,1,67,26856,40,16
438,1,67,26856,13,16
439,1,67,26856,81,17
440,1,67,26856,34,16
441,1,67,26856,6,15
442,1,67,26856,41,16
443,1,67,26856,63,14
444,1,67,26856,36,14
445,1,67,26856,15,14
446,1,67,26856,12,13
447,1,67,26856,68,15
448,1,67,26856,6,15
449,1,67,26856,19,14
450,1,67,26856,14,16
451,1,67,26856,28,16
452,1,67,26856,77,17
453,1,67,26856,12,16
454,1,67,26856,70,14
455,1,67,26856,15,16
456,1,67,26856,76,13
457,1,67,26856,83,17
458,1,67,26856,43,14
459,1,67,26856,68,13
460,1,67,26856,36,17
461,1,67,26856,32,14
462,1,67,26856,84,12
463,1,67,26856,69,17
464,1,67,26856,69,17
465,1,67,26856,41,17
466,1,67,26856,74,14
467,1,67,26856,64,15
468,1,67,26856,40,13
469,1,67,26856,64,13
470,1,67,26856,64,14
471,1,67,26856,64,16
472,1,67,26856,76,13
473,1,67,26856,64,15
474,1,67,26856,64,13
475,1,67,26856,64,12
476,1,67,26856,29,15
477,1,67,26856,74,17
478,1,67,26856,39,14
479,1,67,26856,27,16
480,1,67,26856,28,16
481,1,67,26856,42,13
482,1,67,26856,5,17
483,1,67,26856,6,15
484,1,67,26856,39,15
485,1,67,26856,68,12
486,1,67,26856,78,15
487,1,67,26856,83,17
488,1,67,26856,41,16
489,1,67,26856,28,16
490,1,67,26856,75,15
491,1,67,26856,35,17
492,1,67,26856,68,16
493,1,67,26856,29,16
494,1,67,26856,27,17
495,1,67,26856,40,14
496,1,67,26856,6,15
497,1,67,26856,67,14
498,1,67,26856,61,13
499,1,67,26856,62,17
500,1,67,26856,42,14
501,1,67,26856,64,15
502,1,67,26856,64,15
503,1,67,26856,21,14
504,1,67,26856,12,17
505,1,67,26856,78,15
506,1,67,26856,43,15
507,1,67,26856,33,15
508,1,67,26856,28,14
509,1,67,26856,14,17
510,1,67,26856,43,13
511,1,67,26856,84,14
512,1,67,26856,36,17
513,1,67,26856,32,14
514,1,67,26856,13,14
515,1,67,26856,64,17
516,1,67,26856,21,16
517,1,67,26856,34,17
518,1,67,26856,5,17
519,1,67,26856,40,14
520,1,67,26856,15,16
521,1,67,26856,20,17
522,1,67,26856,84,16
523,1,67,26856,81,15
524,1,67,26856,61,14
525,1,67,26856,61,14
526,1,67,26856,84,16
527,1,67,26856,84,15
528,1,67,26856,81,15
529,1,67,26856,14,15
530,1,67,26856,21,16
531,1,67,26856,28,16
532,1,67,26856,28,14
533,1,67,26856,13,14
534,1,67,26856,14,14
535,1,67,26856,69,14
536,1,67,26856,43,16
537,1,67,26856,69,14
538,1,67,26856,78,13
539,1,67,26856,76,15
540,1,67,26856,41,14
541,1,67,26856,64,14
542,1,67,26856,41,13
543,1,67,26856,71,14
544,1,67,26856,76,12
545,1,67,26856,21,17
546,1,67,26856,12,14
547,1,67,26856,12,14
548,1,67,26856,64,16
549,1,67,26856,69,14
550,1,67,26856,35,17
551,1,67,26856,62,16
552,1,67,26856,70,12
553,1,67,26856,78,14
554,1,67,26856,15,16
555,1,67,26856,78,15
556,1,67,26856,61,13
557,1,67,26856,5,13
558,1,67,26856,26,14
559,1,67,26856,64,17
560,1,67,26856,43,15
561,1,67,26856,70,16
562,1,67,26856,13,16
563,1,67,26856,42,16
564,1,67,26856,15,14
565,1,67,26856,20,16
566,1,67,26856,61,13
567,1,67,26856,83,14
568,1,67,26856,39,16
569,1,67,26856,64,17
570,1,67,26856,69,17
571,1,67,26856,32,17
572,1,67,26856,76,16
573,1,67,26856,84,13
574,1,67,26856,84,13
575,1,67,26856,19,15
576,1,67,26856,68,14
577,1,67,26856,19,14
578,1,67,26856,19,13
579,1,67,26856,19,13
580,1,67,26856,14,13
581,1,67,26856,29,15
582,1,67,26856,29,15
583,1,67,26856,29,13
584,1,67,26856,43,13
585,1,67,26856,34,17
586,1,67,26856,21,16
587,1,67,26856,41,14
588,1,67,26856,20,17
589,1,67,26856,84,14
590,1,67,26856,78,16
591,1,67,26856,83,16
592,1,67,26856,42,15
593,1,67,26856,42,15
594,1,67,26856,71,13
595,1,67,26856,71,14
596,1,67,26856,32,13
597,1,67,26856,12,17
598,1,0,18967,81,12
599,1,0,18967,39,13
600,1,0,18967,70,12
601,1,0,18967,34,13
602,1,0,18967,36,14
603,1,0,18967,36,14
604,1,0,18967,32,17
605,1,0,18967,8,13
606,1,0,18967,89,12
607,1,0,18967,6,15
608,1,0,18967,34,15
609,1,0,18967,34,14
610,1,0,18967,34,14
611,1,0,18967,34,14
612,1,0,18967,33,15
613,1,0,18967,77,17
614,1,0,18967,61,16
615,1,0,18967,69,15
616,1,0,18967,34,13
617,1,0,18967,12,14
618,1,0,18967,69,15
619,1,0,18967,74,12
620,1,0,18967,88,16
621,1,0,18967,82,14
622,1,0,18967,82,13
623,1,0,18967,68,15
624,1,0,18967,7,15
625,1,0,18967,71,17
626,1,0,18967,69,13
627,1,0,18967,69,13
628,1,0,18967,74,16
629,1,0,18967,82,16
630,1,0,18967,75,16
631,1,0,18967,33,14
632,1,0,18967,33,14
633,1,0,18967,34,15
634,1,0,18967,33,13
635,1,0,18967,77,16
636,1,0,18967,33,13
637,1,0,18967,82,12
638,1,0,18967,42,16
639,1,0,18967,42,16
640,1,0,18967,84,16
641,1,0,18967,83,15
642,1,0,18967,69,16
643,1,0,18967,88,14
644,1,0,18967,75,15
645,1,0,18967,82,12
646,1,0,18967,68,17
647,1,0,18967,61,13
648,1,0,18967,68,17
649,1,0,18967,21,13
650,1,0,18967,15,12
651,1,0,18967,22,12
652,1,0,18967,63,14
653,1,0,18967,15,13
654,1,0,18967,34,15
655,1,0,18967,39,16
656,1,0,18967,89,15
657,1,0,18967,77,14
658,1,0,18967,71,16
659,1,0,18967,76,15
660,1,0,18967,82,12
661,1,0,18967,90,14
662,1,0,18967,88,15
663,1,0,18967,13,16
664,1,0,18967,75,15
665,1,0,18967,61,14
666,1,0,18967,42,14
667,1,0,18967,42,14
668,1,0,18967,82,16
669,1,0,18967,88,16
670,1,0,18967,63,13
671,1,0,18967,74,13
672,1,0,18967,82,13
673,1,0,18967,29,13
674,1,0,18967,69,16
675,1,0,18967,71,15
676,1,0,18967,78,12
677,1,0,18967,78,12
678,1,0,18967,81,16
679,1,0,18967,42,14
680,1,0,18967,70,17
681,1,0,18967,68,13
682,1,0,18967,39,15
683,1,0,18967,68,16
684,1,0,18967,39,14
685,1,0,18967,84,15
686,1,0,18967,76,13
687,1,0,18967,78,15
688,1,0,18967,91,16
689,1,0,18967,91,15
690,1,0,18967,84,15
691,1,0,18967,91,17
692,1,0,18967,13,17
693,1,0,18967,34,14
694,1,0,18967,39,14
695,1,0,18967,89,12
696,1,0,18967,43,13
697,1,0,18967,63,14
698,1,0,18967,81,14
699,1,0,18967,40,17
700,1,0,18967,76,15
701,1,0,18967,61,16
702,1,0,18967,88,14
703,1,0,18967,74,14
704,1,0,18967,42,15
705,1,0,18967,81,15
706,1,0,18967,89,15
707,1,0,18967,53,16
708,1,0,18967,84,15
709,1,0,18967,78,14
710,1,0,18967,84,12
711,1,0,18967,11,13
712,1,0,18967,89,15
713,1,0,18967,89,12
714,1,0,18967,34,15
715,1,0,18967,63,13
716,1,0,18967,78,17
717,1,0,18967,22,16
718,1,0,18967,22,17
719,1,0,18967,83,15
720,1,0,18967,78,16
721,1,0,18967,77,16
722,1,0,18967,76,14
723,1,0,18967,82,14
724,1,0,18967,84,15
725,1,0,18967,63,14
726,1,0,18967,21,17
727,1,0,18967,26,15
728,1,0,18967,21,17
729,1,0,18967,21,17
730,1,0,18967,35,16
731,1,0,18967,34,16
732,1,0,18967,70,16
733,1,0,18967,28,15
734,1,0,18967,74,16
735,1,0,18967,29,13
736,1,0,18967,33,14
737,1,0,18967,29,14
738,1,0,18967,91,12
739,1,0,18967,28,16
740,1,0,18967,84,15
741,1,0,18967,25,17
742,1,0,18967,28,13
743,1,0,18967,21,17
744,1,0,18967,61,13
745,1,0,18967,69,13
746,1,0,18967,81,14
747,1,0,18967,76,16
748,1,0,18967,70,14
749,1,0,18967,91,14
750,1,0,18967,27,12
751,1,0,18967,91,16
752,1,0,18967,78,16
753,1,0,18967,63,14
754,1,0,18967,29,13
755,1,0,18967,13,17
756,1,0,18967,13,17
757,1,0,18967,15,12
758,1,0,18967,12,16
759,1,0,18967,89,17
760,1,0,18967,35,16
761,1,0,18967,70,16
762,1,0,18967,91,17
763,1,0,18967,11,14
764,1,0,18967,61,14
765,1,0,18967,43,15
766,1,0,18967,89,14
767,1,0,18967,29,16
768,1,0,18967,39,16
769,1,0,18967,68,16
770,1,0,18967,40,16
771,1,0,18967,36,14
772,1,0,18967,62,15
773,1,0,18967,68,16
774,1,0,18967,89,17
775,1,0,18967,69,15
776,1,0,18967,67,15
777,1,0,18967,77,16
778,1,0,18967,62,16
779,1,0,18967,69,12
780,1,0,18967,71,17
781,1,0,18967,77,12
782,1,0,18967,63,14
783,1,0,18967,39,16
784,1,0,18967,69,13
785,1,0,18967,71,17
786,1,0,18967,81,12
787,1,0,18967,76,13
788,1,0,18967,19,17
789,1,0,18967,19,17
790,1,0,18967,78,15
791,1,0,18967,14,15
792,1,0,18967,78,15
793,1,0,18967,15,16
794,1,0,18967,76,13
795,1,0,18967,25,15
796,1,0,18967,76,12
797,1,0,18967,35,16
798,1,0,18967,35,16
799,1,0,18967,91,17
800,1,0,18967,91,17
801,1,0,18967,91,16
802,1,0,18967,90,16
803,1,0,18967,33,13
804,1,0,18967,90,15
805,1,0,18967,71,13
806,1,0,18967,71,15
807,1,0,18967,78,16
808,1,0,18967,74,16
809,1,0,18967,82,15
810,1,0,18967,88,14
811,1,0,18967,84,12
812,1,0,18967,32,14
813,1,0,18967,7,15
814,1,0,18967,90,14
815,1,0,18967,75,15
816,1,0,18967,8,17
817,1,0,18967,82,15
818,1,0,18967,84,14
819,1,0,18967,22,13
820,1,0,18967,83,13
821,1,0,18967,8,14
822,1,0,18967,8,14
823,1,0,18967,68,13
824,1,0,18967,68,13
825,1,0,18967,69,16
826,1,0,18967,67,16
827,1,0,18967,67,15
828,1,0,18967,70,14
829,1,0,18967,35,14
830,1,0,18967,77,13
831,1,0,18967,22,15
832,1,0,18967,33,15
833,1,0,18967,11,16
834,1,0,18967,15,17
835,1,0,18967,76,17
836,1,0,18967,88,17
837,1,0,18967,83,14
838,1,0,18967,75,15
839,1,0,18967,84,15
840,1,0,18967,42,16
841,1,0,18967,61,16
842,1,0,18967,69,14
843,1,0,18967,77,16
844,1,0,18967,74,14
845,1,0,18967,82,16
846,1,0,18967,91,15
847,1,0,18967,91,17
848,1,0,18967,89,12
849,1,0,18967,32,16
850,1,0,18967,22,16
851,1,0,18967,32,16
852,1,0,18967,64,14
853,1,0,18967,26,16
854,1,0,18967,26,15
855,1,0,18967,36,14
856,1,0,18967,83,12
857,1,0,18967,64,14
858,1,0,18967,61,15
859,1,0,18967,35,16
860,1,0,18967,68,14
861,1,0,18967,21,16
862,1,0,18967,89,13
863,1,0,18967,88,12
864,1,0,18967,88,12
865,1,0,18967,34,17
866,1,0,18967,82,16
867,1,0,18967,33,14
868,1,0,18967,89,14
869,1,0,18967,63,13
870,1,0,18967,64,14
871,1,0,18967,64,14
872,1,0,18967,81,16
873,1,0,18967,40,16
874,1,0,18967,33,15
875,1,0,18967,77,14
876,1,0,18967,90,13
877,1,0,18967,88,12
878,1,0,18967,88,12
879,1,0,18967,78,15
880,1,0,18967,78,15
881,1,0,18967,88,13
882,1,0,18967,76,14
883,1,0,18967,91,16
884,1,0,18967,69,16
885,1,0,18967,8,13
886,1,0,18967,82,15
887,1,0,18967,70,15
888,1,0,18967,15,14
889,1,0,18967,15,14
890,1,0,18967,67,14
891,1,0,18967,33,13
892,1,0,18967,33,13
893,1,0,18967,89,12
894,1,0,18967,90,13
895,1,0,18967,64,13
896,1,0,18967,90,14
897,1,0,18967,36,13
898,1,0,18967,34,17
899,1,0,18967,74,16
900,1,0,18967,70,14
901,1,0,18967,91,17
902,1,0,18967,90,17
903,1,0,18967,68,16
904,1,0,18967,68,16
905,1,0,18967,90,17
906,1,0,18967,68,12
907,1,0,18967,75,13
908,1,0,18967,68,13
909,1,0,18967,62,15
910,1,0,18967,62,15
911,1,0,18967,82,15
912,1,0,18967,82,15
913,1,0,18967,33,16
914,1,0,18967,90,12
915,1,0,18967,33,17
916,1,0,18967,26,17
917,1,0,43311,76,17
918,1,0,43311,68,16
919,1,0,43311,7,17
920,1,0,43311,33,13
921,1,0,43311,76,15
922,1,0,43311,27,12
923,1,0,43311,35,14
924,1,0,43311,61,14
925,1,0,43311,19,15
926,1,0,43311,43,15
927,1,0,43311,12,16
928,1,0,43311,11,13
929,1,0,43311,11,13
930,1,0,43311,11,13
931,1,0,43311,77,14
932,1,0,43311,83,12
933,1,0,43311,77,15
934,1,0,43311,77,15
935,1,0,43311,76,15
936,1,0,43311,81,14
937,1,0,43311,81,13
938,1,0,43311,15,12
939,1,0,43311,53,14
940,1,0,43311,6,15
941,1,0,43311,25,13
942,1,0,43311,27,13
943,1,0,43311,35,12
944,1,0,43311,25,14
945,1,0,43311,25,14
946,1,0,43311,27,15
947,1,0,43311,74,17
948,1,0,43311,68,15
949,1,0,43311,76,17
950,1,0,43311,76,17
951,1,0,43311,39,12
952,1,0,43311,11,14
953,1,0,43311,36,13
954,1,0,43311,11,15
955,1,0,43311,26,13
956,1,0,43311,19,13
957,1,0,43311,69,15
958,1,0,43311,67,15
959,1,0,43311,89,14
960,1,0,43311,77,14
961,1,0,43311,77,15
962,1,0,43311,76,13
963,1,0,43311,77,14
964,1,0,43311,77,12
965,1,0,43311,33,14
966,1,0,43311,83,15
967,1,0,43311,14,13
968,1,0,43311,14,13
969,1,0,43311,8,13
970,1,0,43311,27,16
971,1,0,43311,22,14
972,1,0,43311,76,14
973,1,0,43311,40,15
974,1,0,43311,53,16
975,1,0,43311,67,15
976,1,0,43311,11,15
977,1,0,43311,12,14
978,1,0,43311,12,14
979,1,0,43311,75,12
980,1,0,43311,25,12
981,1,0,43311,33,12
982,1,0,43311,33,12
983,1,0,43311,77,15
984,1,0,43311,36,15
985,1,0,43311,62,14
986,1,0,43311,40,12
987,1,0,43311,76,15
988,1,0,43311,7,12
989,1,0,43311,12,14
990,1,0,43311,42,13
991,1,0,43311,90,13
992,1,0,43311,26,12
993,1,0,43311,28,15
994,1,0,43311,83,14
995,1,0,43311,91,12
996,1,0,43311,11,16
997,1,0,43311,81,14
998,1,0,43311,43,12
999,1,0,43311,81,15
1000,1,0,43311,34,16
1001,1,0,43311,32,16
1002,1,0,43311,32,16
1003,1,0,43311,78,14
1004,1,0,43311,29,15
1005,1,0,43311,11,15
1006,1,0,43311,11,14
1007,1,0,43311,11,14
1008,1,0,43311,11,14
1009,1,0,43311,5,15
1010,1,0,43311,5,14
1011,1,0,43311,5,13
1012,1,0,43311,5,13
1013,1,0,43311,43,14
1014,1,0,43311,42,15
1015,1,0,43311,84,14
1016,1,0,43311,69,12
1017,1,0,43311,32,16
1018,1,0,43311,29,15
1019,1,0,43311,7,17
1020,1,0,43311,43,14
1021,1,0,43311,7,16
1022,1,0,43311,35,14
1023,1,0,43311,42,12
1024,1,0,43311,22,13
1025,1,0,43311,36,13
1026,1,0,43311,19,12
1027,1,0,43311,6,14
1028,1,0,43311,67,12
1029,1,0,43311,36,14
1030,1,0,43311,20,15
1031,1,0,43311,35,12
1032,1,0,43311,39,16
1033,1,0,43311,33,12
1034,1,0,43311,83,15
1035,1,0,43311,76,14
1036,1,0,43311,67,16
1037,1,0,43311,43,12
1038,1,0,43311,76,15
1039,1,0,43311,13,16
1040,1,0,43311,25,14
1041,1,0,43311,74,14
1042,1,0,43311,25,15
1043,1,0,43311,32,15
1044,1,0,43311,22,14
1045,1,0,43311,67,14
1046,1,0,43311,40,13
1047,1,0,43311,82,14
1048,1,0,43311,36,13
1049,1,0,43311,78,12
1050,1,0,43311,34,14
1051,1,0,43311,83,12
1052,1,0,43311,84,12
1053,1,0,43311,43,17
1054,1,0,43311,78,13
1055,1,0,43311,39,14
1056,1,0,43311,41,13
1057,1,0,43311,82,13
1058,1,0,43311,27,14
1059,1,0,43311,39,12
1060,1,0,43311,63,12
1061,1,0,43311,77,15
1062,1,0,43311,8,13
1063,1,0,43311,77,12
1064,1,0,43311,36,15
1065,1,0,43311,11,13
